play_name,character,act,scene,sentence,text,Unnamed: 6,Unnamed: 7,Unnamed: 8,tokens
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,transform him straight.,,,,"['transform', 'straight']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,"?Now, my good lord, having done my duty, I humbly take my leave.",,,,"['\x94Now', 'good', 'lord', 'done', 'duty', 'humbly', 'take', 'leave']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,1,"Farewell, Master Doctor:  yet, ere you go,",,,,"['Farewell', 'Master', 'Doctor', 'yet', 'go']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,2,Expect from me a bounteous reward.,,,,"['Expect', 'bounteous', 'reward']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Now, Mephistophilis, the restless course",,,,"['Mephistophilis', 'restless', 'course']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"That time doth run with calm and silent foot,",,,,"['time', 'doth', 'run', 'calm', 'silent', 'foot']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Shortening my days and thread of vital life,",,,,"['Shortening', 'days', 'thread', 'vital', 'life']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,Calls for the payment of my latest years:,,,,"['Calls', 'payment', 'latest', 'years']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"Therefore, sweet Mephistophilis, let us",,,,"['Therefore', 'sweet', 'Mephistophilis', 'let']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,Make haste to Wertenberg.,,,,"['Make', 'haste', 'Wertenberg']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"What, will you go on horse-back or on foot",,,,"['go', 'horse-back', 'foot']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Nay, till I?m past this fair and pleasant green,",,,,"['Nay', 'till', '\x99m', 'past', 'fair', 'pleasant', 'green']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,I?ll walk on foot.,,,,"['\x99ll', 'walk', 'foot']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,I have been all this day seeking one Master Fustian:,,,,"['day', 'seeking', 'one', 'Master', 'Fustian']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,"mass, see where he is!?God save you, Master Doctor!",,,,"['mass', 'see', '\x94God', 'save', 'Master', 'Doctor']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"What, horse-courser! you are well met.",,,,"['horse-courser', 'well', 'met']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"Do you hear, sir?  I have brought you forty dollars",,,,"['hear', 'sir', 'brought', 'forty', 'dollars']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,for your horse.,,,,['horse']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"I cannot sell him so:  if thou likest him for fifty, take",,,,"['sell', 'likest', 'fifty', 'take']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,him.,,,,[]
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"Alas, sir, I have no more!?I pray you, speak for",,,,"['sir', '\x94I', 'pray', 'speak']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,me.,,,,[]
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"I pray you, let him have him:  he is an honest fellow,",,,,"['pray', 'let', 'honest', 'fellow']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"and he has a great charge, neither wife nor child.",,,,"['great', 'charge', 'neither', 'wife', 'child']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Well, come, give me your money [HORSE-COURSER gives",,,,"['Well', 'come', 'give', 'money', 'gives']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,FAUSTUS the money]:  my boy will deliver him to you.  But I must,,,,"['money', 'boy', 'deliver', 'must']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,tell you one thing before you have him; ride him not into the,,,,"['tell', 'one', 'thing', 'ride']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"water, at any hand.",,,,"['water', 'hand']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"Why, sir, will he not drink of all waters?",,,,"['sir', 'drink', 'waters']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"O, yes, he will drink of all waters; but ride him not",,,,"['yes', 'drink', 'waters', 'ride']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"into the water:  ride him over hedge or ditch, or where thou wilt,",,,,"['water', 'ride', 'hedge', 'ditch', 'wilt']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,but not into the water.,,,,['water']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"Well, sir.?Now am I made man for ever:  I?ll not",,,,"['Well', 'sir', '\x94Now', 'made', 'man', 'ever', '\x99ll']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,leave my horse for forty:  if he had but the quality of,,,,"['leave', 'horse', 'forty', 'quality']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,3,"hey-ding-ding, hey-ding-ding, I?d make a brave living on him:",,,,"['hey-ding-ding', 'hey-ding-ding', '\x99d', 'make', 'brave', 'living']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,4,"he has a buttock as slick as an eel .?Well, God b?wi?ye,",,,,"['buttock', 'slick', 'eel', '\x94Well', 'God', 'b', '\x99wi', '\x99ye']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,5,"sir:  your boy will deliver him me:  but, hark you, sir; if my horse",,,,"['sir', 'boy', 'deliver', 'hark', 'sir', 'horse']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,6,"be sick or ill at ease, if I bring his water to you, you?ll tell",,,,"['sick', 'ill', 'ease', 'bring', 'water', '\x99ll', 'tell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,7,me what it is?,,,,[]
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Away, you villain! what, dost think I am a horse-doctor?",,,,"['Away', 'villain', 'think', 'horse-doctor']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"What art thou, Faustus, but a man condemn?d to die?",,,,"['Faustus', 'man', 'condemn', '\x99d', 'die']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,Thy fatal time doth draw to final end;,,,,"['fatal', 'time', 'doth', 'draw', 'final', 'end']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,Despair doth drive distrust into my thoughts:,,,,"['Despair', 'doth', 'drive', 'distrust', 'thoughts']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,Confound these passions with a quiet sleep:,,,,"['Confound', 'passions', 'quiet', 'sleep']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"Tush, Christ did call the thief upon the Cross;",,,,"['Tush', 'Christ', 'call', 'thief', 'upon', 'Cross']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,"Then rest thee, Faustus, quiet in conceit.",,,,"['rest', 'Faustus', 'quiet', 'conceit']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"Alas, alas!  Doctor Fustian, quoth a? mass, Doctor",,,,"['Doctor', 'Fustian', 'quoth', 'mass', 'Doctor']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,"Lopus was never such a doctor:  has given me a purgation, has",,,,"['Lopus', 'never', 'doctor', 'given', 'purgation']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,3,"purged me of forty dollars; I shall never see them more.  But yet,",,,,"['purged', 'forty', 'dollars', 'shall', 'never', 'see', 'yet']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,4,"like an ass as I was, I would not be ruled by him, for he bade me",,,,"['like', 'ass', 'would', 'ruled', 'bade']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,5,"I should ride him into no water:  now I, thinking my horse had had",,,,"['ride', 'water', 'thinking', 'horse']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,6,"some rare quality that he would not have had me know of, I,",,,,"['rare', 'quality', 'would', 'know']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,7,"like a venturous youth, rid him into the deep pond at the town?s",,,,"['like', 'venturous', 'youth', 'rid', 'deep', 'pond', 'town', '\x99s']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,8,"end.  I was no sooner in the middle of the pond, but my horse",,,,"['end', 'sooner', 'middle', 'pond', 'horse']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,9,"vanished away, and I sat upon a bottle of hay, never so near",,,,"['vanished', 'away', 'sat', 'upon', 'bottle', 'hay', 'never', 'near']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,10,"drowning in my life.  But I?ll seek out my doctor, and have my",,,,"['drowning', 'life', '\x99ll', 'seek', 'doctor']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,11,"forty dollars again, or I?ll make it the dearest horse!?O,",,,,"['forty', 'dollars', '\x99ll', 'make', 'dearest', 'horse', '\x94O']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,12,"yonder is his snipper-snapper.?Do you hear? you, hey-pass,",,,,"['yonder', 'snipper-snapper', '\x94Do', 'hear', 'hey-pass']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,13,where?s your master?,,,,"['\x99s', 'master']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Why, sir, what would you? you cannot speak with him.",,,,"['sir', 'would', 'speak']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,But I will speak with him.,,,,['speak']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Why, he?s fast asleep:  come some other time.",,,,"['\x99s', 'fast', 'asleep', 'come', 'time']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"I?ll speak with him now, or I?ll break his",,,,"['\x99ll', 'speak', '\x99ll', 'break']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,glass-windows about his ears.,,,,"['glass-windows', 'ears']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"I tell thee, he has not slept this eight nights.",,,,"['tell', 'slept', 'eight', 'nights']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"An he have not slept this eight weeks, I?ll",,,,"['slept', 'eight', 'weeks', '\x99ll']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,speak with him.,,,,['speak']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"See, where he is, fast asleep.",,,,"['See', 'fast', 'asleep']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"Ay, this is he.?God save you, Master Doctor,",,,,"['Ay', '\x94God', 'save', 'Master', 'Doctor']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,"Master Doctor, Master Doctor Fustian! forty dollars, forty dollars",,,,"['Master', 'Doctor', 'Master', 'Doctor', 'Fustian', 'forty', 'dollars', 'forty', 'dollars']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,3,for a bottle of hay!,,,,"['bottle', 'hay']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Why, thou seest he hears thee not.",,,,"['seest', 'hears']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"So-ho, ho! so-ho, ho!    No,",,,,"['So-ho', 'ho', 'so-ho', 'ho']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,will you not wake?  I?ll make you wake ere I go.  [Pulls FAUSTUS,,,,"['wake', '\x99ll', 'make', 'wake', 'go', 'Pulls']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,3,"by the leg, and pulls it away.]  Alas, I am undone! what shall",,,,"['leg', 'pulls', 'away', 'undone', 'shall']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,4,I do?,,,,[]
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"O, my leg, my leg!?Help, Mephistophilis! call the",,,,"['leg', 'leg', '\x94Help', 'Mephistophilis', 'call']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"officers.?My leg, my leg!",,,,"['officers', '\x94My', 'leg', 'leg']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Come, villain, to the constable.",,,,"['Come', 'villain', 'constable']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"O Lord, sir, let me go, and I?ll give you forty",,,,"['Lord', 'sir', 'let', 'go', '\x99ll', 'give', 'forty']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,dollars more!,,,,['dollars']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Where be they?,,,,[]
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"I have none about me:  come to my ostry,",,,,"['none', 'come', 'ostry']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,and I?ll give them you.,,,,"['\x99ll', 'give']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Be gone quickly.,,,,"['gone', 'quickly']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"What, is he gone? farewell he!  Faustus has his leg again,",,,,"['gone', 'farewell', 'Faustus', 'leg']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"and the Horse-courser, I take it, a bottle of hay for his labour:",,,,"['Horse-courser', 'take', 'bottle', 'hay', 'labour']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"well, this trick shall cost him forty dollars more.",,,,"['well', 'trick', 'shall', 'cost', 'forty', 'dollars']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"How now, Wagner! what?s the news with thee?",,,,"['Wagner', '\x99s', 'news']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,"Sir, the Duke of Vanholt doth earnestly entreat your",,,,"['Sir', 'Duke', 'Vanholt', 'doth', 'earnestly', 'entreat']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,2,company.,,,,['company']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"The Duke of Vanholt! an honourable gentleman, to whom",,,,"['Duke', 'Vanholt', 'honourable', 'gentleman']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"I must be no niggard of my cunning.?Come, Mephistophilis,",,,,"['must', 'niggard', 'cunning', '\x94Come', 'Mephistophilis']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,let?s away to him.,,,,"['let', '\x99s', 'away']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,1,"Believe me, Master Doctor, this merriment hath much pleased",,,,"['Believe', 'Master', 'Doctor', 'merriment', 'much', 'pleased']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,2,me.,,,,[]
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"My gracious lord, I am glad it contents you so well.",,,,"['gracious', 'lord', 'glad', 'contents', 'well']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"?But it may be, madam, you take no delight in this.  I have heard",,,,"['\x94But', 'may', 'madam', 'take', 'delight', 'heard']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,that great-bellied women do long for some dainties or other:  what,,,,"['great-bellied', 'women', 'long', 'dainties']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"is it, madam? tell me, and you shall have it.",,,,"['madam', 'tell', 'shall']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,1,"Thanks, good Master Doctor:  and, for I see your courteous",,,,"['Thanks', 'good', 'Master', 'Doctor', 'see', 'courteous']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,2,"intent to pleasure me, I will not hide from you the thing my heart",,,,"['intent', 'pleasure', 'hide', 'thing', 'heart']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,3,"desires; and, were it now summer, as it is January and the dead",,,,"['desires', 'summer', 'January', 'dead']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,4,"time of the winter, I would desire no better meat than a dish",,,,"['time', 'winter', 'would', 'desire', 'better', 'meat', 'dish']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,5,of ripe grapes.,,,,"['ripe', 'grapes']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Alas, madam, that?s nothing!?Mephistophilis, be gone.",,,,"['madam', '\x99s', 'nothing', '\x94Mephistophilis', 'gone']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Were it a greater thing than this, so it",,,,"['greater', 'thing']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"would content you, you should have it.",,,,"['would', 'content']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"Here they be, madam:  wilt please you taste on them?",,,,"['madam', 'wilt', 'please', 'taste']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,1,"Believe me, Master Doctor, this makes me wonder above the",,,,"['Believe', 'Master', 'Doctor', 'makes', 'wonder']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,2,"rest, that being in the dead time of winter and in the month of",,,,"['rest', 'dead', 'time', 'winter', 'month']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,3,"January, how you should come by these grapes.",,,,"['January', 'come', 'grapes']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"If it like your grace, the year is divided into two",,,,"['like', 'grace', 'year', 'divided', 'two']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"circles over the whole world, that, when it is here winter with",,,,"['circles', 'whole', 'world', 'winter']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"us, in the contrary circle it is summer with them, as in India,",,,,"['contrary', 'circle', 'summer', 'India']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"Saba, and farther countries in the east; and by means of a",,,,"['Saba', 'farther', 'countries', 'east', 'means']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"swift spirit that I have, I had them brought hither, as you see.",,,,"['swift', 'spirit', 'brought', 'hither', 'see']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"?How do you like them, madam? be they good?",,,,"['\x94How', 'like', 'madam', 'good']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,1,"Believe me, Master Doctor, they be the best grapes that",,,,"['Believe', 'Master', 'Doctor', 'best', 'grapes']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,2,e?er I tasted in my life before.,,,,"['e', '\x99er', 'tasted', 'life']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"I am glad they content you so, madam.",,,,"['glad', 'content', 'madam']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,1,"Come, madam, let us in, where you must well reward this",,,,"['Come', 'madam', 'let', 'must', 'well', 'reward']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,2,learned man for the great kindness he hath shewed to you.,,,,"['learned', 'man', 'great', 'kindness', 'shewed']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,1,"And so I will, my lord; and, whilst I live, rest",,,,"['lord', 'whilst', 'live', 'rest']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,2,beholding for this courtesy.,,,,"['beholding', 'courtesy']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,I humbly thank your grace.,,,,"['humbly', 'thank', 'grace']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,1,"Come, Master Doctor, follow us, and receive your reward.",,,,"['Come', 'Master', 'Doctor', 'follow', 'receive', 'reward']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,"I think my master means to die shortly,",,,,"['think', 'master', 'means', 'die', 'shortly']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,2,For he hath given to me all his goods:,,,,"['given', 'goods']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,3,"And yet, methinks, if that death were near,",,,,"['yet', 'methinks', 'death', 'near']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,4,"He would not banquet, and carouse, and swill",,,,"['would', 'banquet', 'carouse', 'swill']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,5,"Amongst the students, as even now he doth,",,,,"['Amongst', 'students', 'even', 'doth']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,6,Who are at supper with such belly-cheer,,,,"['supper', 'belly-cheer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,7,As Wagner ne?er beheld in all his life.,,,,"['Wagner', 'ne', '\x99er', 'beheld', 'life']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,8,"See, where they come! belike the feast is ended.",,,,"['See', 'come', 'belike', 'feast', 'ended']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Master Doctor Faustus, since our conference about",,,,"['Master', 'Doctor', 'Faustus', 'since', 'conference']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,"fair ladies, which was the beautifulest in all the world, we have",,,,"['fair', 'ladies', 'beautifulest', 'world']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,3,determined with ourselves that Helen of Greece was the admirablest,,,,"['determined', 'Helen', 'Greece', 'admirablest']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,4,"lady that ever lived:  therefore, Master Doctor, if you will do us",,,,"['lady', 'ever', 'lived', 'therefore', 'Master', 'Doctor']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,5,"that favour, as to let us see that peerless dame of Greece, whom",,,,"['favour', 'let', 'see', 'peerless', 'dame', 'Greece']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,6,"all the world admires for majesty, we should think ourselves much",,,,"['world', 'admires', 'majesty', 'think', 'much']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,7,beholding unto you.,,,,"['beholding', 'unto']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Gentlemen,",,,,['Gentlemen']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"For that I know your friendship is unfeign?d,",,,,"['know', 'friendship', 'unfeign', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,And Faustus??custom is not to deny,,,,"['Faustus', 'custom', 'deny']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"The just requests of those that wish him well,",,,,"['requests', 'wish', 'well']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"You shall behold that peerless dame of Greece,",,,,"['shall', 'behold', 'peerless', 'dame', 'Greece']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,No otherways for pomp and majesty,,,,"['otherways', 'pomp', 'majesty']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,"Than when Sir Paris cross?d the seas with her,",,,,"['Sir', 'Paris', 'cross', '\x99d', 'seas']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,8,And brought the spoils to rich Dardania.,,,,"['brought', 'spoils', 'rich', 'Dardania']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,9,"Be silent, then, for danger is in words.",,,,"['silent', 'danger', 'words']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Too simple is my wit to tell her praise,",,,,"['simple', 'wit', 'tell', 'praise']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,2,Whom all the world admires for majesty.,,,,"['world', 'admires', 'majesty']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,THIRD SCHOLAR,none,none,1,No marvel though the angry Greeks pursu?d,,,,"['marvel', 'though', 'angry', 'Greeks', 'pursu', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,THIRD SCHOLAR,none,none,2,"With ten years??war the rape of such a queen,",,,,"['ten', 'years', 'war', 'rape', 'queen']"
